Geneid	SRR031708_aligned.sam	SRR031709_aligned.sam	SRR031718_aligned.sam	SRR031719_aligned.sam
FBgn0037427	0	0	0	0
FBgn0037428	0	0	0	1
FBgn0037420	0	0	0	0
FBgn0037418	0	0	0	0
FBgn0037412	0	0	0	0
FBgn0051559	1	1	1	0
FBgn0046875	0	0	0	0
FBgn0046876	1	0	0	0
FBgn0026077	0	0	0	0
FBgn0037399	0	0	0	0
FBgn0037398	0	0	0	0
FBgn0037396	0	0	0	0
FBgn0037374	244	148	148	130
FBgn0037375	13	9	9	0
FBgn0028690	429	281	281	252
FBgn0037377	102	52	52	31
FBgn0037379	267	189	189	135
FBgn0037384	47	31	31	34
FBgn0037386	6	4	4	3
FBgn0037387	1	3	3	4
FBgn0037388	0	0	0	0
FBgn0037389	0	0	0	0
FBgn0028436	52	40	40	19
FBgn0037395	0	0	0	0
FBgn0003261	4450	3400	3400	1801
FBgn0010403	1	0	0	0
FBgn0011281	0	0	0	0
FBgn0040679	0	0	0	0
FBgn0037391	213	192	192	108
FBgn0029088	286	195	195	166
FBgn0037383	44	29	29	20
FBgn0037382	170	109	109	65
FBgn0037378	80	64	64	42
FBgn0037376	288	193	193	137
FBgn0037372	49	36	36	29
FBgn0037329	123	107	107	46
FBgn0011715	295	196	196	112
FBgn0037332	76	44	44	46
FBgn0051550	325	231	231	124
FBgn0010051	652	478	478	311
FBgn0037338	60	45	45	42
FBgn0037341	72	43	43	30
FBgn0041191	278	185	185	117
FBgn0037345	40	21	21	22
FBgn0037347	80	47	47	40
FBgn0019637	0	0	0	0
FBgn0037351	9093	6734	6734	2731
FBgn0051551	5	6	6	1
FBgn0051549	93	71	71	57
FBgn0037354	95	83	83	38
FBgn0037356	50	26	26	27
FBgn0037359	46	24	24	23
FBgn0046222	102	62	62	52
FBgn0037363	492	337	337	180
FBgn0037368	9	15	15	11
FBgn0037370	130	91	91	72
FBgn0027497	367	277	277	142
FBgn0037371	208	135	135	128
FBgn0037369	59	50	50	40
FBgn0004878	1	0	0	3
FBgn0037365	1	1	1	2
FBgn0037364	101	73	73	73
FBgn0010772	288	211	211	127
FBgn0037360	388	287	287	180
FBgn0037358	172	129	129	101
FBgn0027951	609	448	448	272
FBgn0051548	105	64	64	44
FBgn0051546	7	5	5	8
FBgn0044823	50	36	36	31
FBgn0037350	47	18	18	15
FBgn0017550	282	214	214	118
FBgn0014366	147	101	101	68
FBgn0037344	1141	775	775	478
FBgn0037342	93	70	70	41
FBgn0037340	48	17	17	25
FBgn0037339	324	234	234	131
FBgn0037336	344	242	242	186
FBgn0010399	2	0	0	1
FBgn0051547	2	2	2	1
FBgn0015402	177	118	118	64
FBgn0025825	0	0	0	0
FBgn0037330	104	67	67	35
FBgn0037328	5820	4480	4480	1585
FBgn0037327	1044	690	690	393
FBgn0037295	0	1	1	0
FBgn0037294	0	0	0	0
FBgn0037297	74	53	53	47
FBgn0037299	143	86	86	67
FBgn0037301	217	151	151	125
FBgn0037304	2	1	1	1
FBgn0037310	0	0	0	0
FBgn0051542	0	0	0	0
FBgn0003275	146	105	105	69
FBgn0011965	0	0	0	0
FBgn0037325	1	0	0	0
FBgn0037324	0	0	0	0
FBgn0037323	0	0	0	0
FBgn0037322	0	0	0	0
FBgn0001311	1	1	1	0
FBgn0037320	0	0	0	0
FBgn0037315	496	346	346	230
FBgn0037312	442	277	277	129
FBgn0051538	4	2	2	1
FBgn0037307	2	0	0	2
FBgn0037305	119	81	81	90
FBgn0260462	1316	962	962	593
FBgn0053293	2	1	1	2
FBgn0040208	244	177	177	107
FBgn0037298	309	202	202	133
FBgn0037296	2	1	1	1
FBgn0004913	435	307	307	220
FBgn0037290	2	4	4	22
FBgn0037293	175	118	118	90
FBgn0040684	0	0	0	0
FBgn0010313	10	7	7	5
FBgn0037292	0	0	0	0
FBgn0037291	0	1	1	0
FBgn0037288	0	0	0	0
FBgn0004436	639	426	426	266
FBgn0004183	0	0	0	0
FBgn0020280	0	0	0	0
FBgn0037262	171	132	132	66
FBgn0037263	0	1	1	1
FBgn0022981	0	0	0	0
FBgn0037265	42	34	34	17
FBgn0010750	266	181	181	99
FBgn0037279	267	181	181	130
FBgn0037280	0	0	0	0
FBgn0037284	0	0	0	0
FBgn0037283	0	0	0	0
FBgn0037282	194	136	136	115
FBgn0026417	29	14	14	35
FBgn0037276	0	2	2	0
FBgn0037275	3	1	1	0
FBgn0027570	9	3	3	5
FBgn0037270	1361	1037	1037	529
FBgn0040466	45	19	19	21
FBgn0037261	373	218	218	179
FBgn0052945	0	0	0	0
FBgn0027930	0	0	0	0
FBgn0037232	46	40	40	34
FBgn0040687	0	0	0	0
FBgn0037235	215	159	159	113
FBgn0037238	4	8	8	1
FBgn0037239	242	165	165	69
FBgn0037240	437	303	303	342
FBgn0003882	258	182	182	112
FBgn0037241	147	105	105	87
FBgn0037244	86	57	57	25
FBgn0051528	1	0	0	0
FBgn0051525	5	9	9	14
FBgn0037250	8	6	6	5
FBgn0037252	462	332	332	221
FBgn0037254	0	1	1	1
FBgn0037255	336	246	246	147
FBgn0051526	1	0	0	1
FBgn0037260	6	3	3	4
FBgn0051523	1541	1121	1121	561
FBgn0051522	176	140	140	108
FBgn0037251	0	0	0	0
FBgn0037249	2205	1535	1535	1011
FBgn0037248	567	345	345	240
FBgn0052944	12	6	6	4
FBgn0037242	23	19	19	6
FBgn0037236	259	205	205	140
FBgn0037231	5	6	6	7
FBgn0037230	5	2	2	3
FBgn0037213	101	79	79	77
FBgn0037215	1321	901	901	608
FBgn0037218	542	375	375	256
FBgn0015331	254	156	156	120
FBgn0010225	3911	2694	2694	1351
FBgn0037223	10	7	7	0
FBgn0037224	1	2	2	0
FBgn0037227	0	0	0	0
FBgn0041621	3	4	4	2
FBgn0037228	3302	2292	2292	2084
FBgn0037229	10	11	11	8
FBgn0037225	28	15	15	12
FBgn0037220	384	257	257	171
FBgn0051516	0	2	2	2
FBgn0037217	14	9	9	5
FBgn0000500	1	0	0	1
FBgn0031670	389	261	261	185
FBgn0000299	11296	8150	8150	6948
FBgn0260470	0	0	0	0
FBgn0031676	68	60	60	43
FBgn0031682	79	52	52	32
FBgn0031683	65	58	58	45
FBgn0031684	93	88	88	50
FBgn0031681	671	472	472	268
FBgn0028694	367	243	243	177
FBgn0031678	578	359	359	298
FBgn0031677	10	8	8	5
FBgn0022023	1536	1067	1067	639
FBgn0031675	10	8	8	5
FBgn0031673	441	308	308	193
FBgn0016075	7719	5559	5559	4143
FBgn0031668	0	0	0	0
FBgn0053113	915	625	625	432
FBgn0051971	1	0	0	0
FBgn0046776	148	92	92	80
FBgn0031693	47	39	39	51
FBgn0031694	7	4	4	3
FBgn0031695	7	3	3	2
FBgn0031696	282	188	188	113
FBgn0016076	122	106	106	69
FBgn0015031	255	167	167	188
FBgn0031701	0	0	0	0
FBgn0016920	1	5	5	0
FBgn0016660	0	0	0	0
FBgn0031703	37	29	29	2
FBgn0031702	0	0	0	0
FBgn0031700	0	0	0	0
FBgn0031698	1281	915	915	457
FBgn0031697	0	2	2	2
FBgn0000228	210	147	147	98
FBgn0003716	118	95	95	88
FBgn0051914	0	0	0	0
FBgn0031707	0	0	0	0
FBgn0000318	238	157	157	117
FBgn0031711	182	145	145	76
FBgn0051989	102	66	66	53
FBgn0051648	59	35	35	30
FBgn0051915	303	195	195	149
FBgn0002525	1211	853	853	537
FBgn0031717	8	11	11	8
FBgn0031719	0	0	0	0
FBgn0031721	0	0	0	0
FBgn0004620	0	0	0	0
FBgn0041719	0	0	0	0
FBgn0031724	0	0	0	0
FBgn0031728	0	0	0	0
FBgn0031729	0	0	0	0
FBgn0051646	0	0	0	0
FBgn0031725	0	0	0	0
FBgn0031723	0	0	0	0
FBgn0031722	0	0	0	0
FBgn0031720	0	0	0	0
FBgn0031718	0	0	0	0
FBgn0014189	1062	738	738	497
FBgn0031716	0	0	0	0
FBgn0031715	0	2	2	1
FBgn0031713	121	90	90	55
FBgn0031710	104	63	63	60
FBgn0031708	67	41	41	18
FBgn0051647	0	0	0	0
FBgn0031730	0	0	0	0
FBgn0024191	70	40	40	21
FBgn0031736	218	152	152	120
FBgn0031735	1	1	1	0
FBgn0051912	0	0	0	0
FBgn0051913	0	0	0	0
FBgn0031740	163	122	122	53
FBgn0031741	0	0	0	0
FBgn0031746	0	0	0	0
FBgn0043362	326	249	249	136
FBgn0015381	0	0	0	0
FBgn0001128	54	43	43	22
FBgn0031752	296	217	217	127
FBgn0031753	0	0	0	0
FBgn0031751	0	0	0	0
FBgn0031749	1	5	5	0
FBgn0031747	3	2	2	0
FBgn0002855	0	0	0	0
FBgn0002856	0	0	0	0
FBgn0031745	0	0	0	0
FBgn0051644	0	0	0	0
FBgn0031739	48	36	36	26
FBgn0031738	148	100	100	131
FBgn0031737	1	3	3	1
FBgn0031734	0	0	0	0
FBgn0031733	0	1	1	0
FBgn0031732	1	0	0	0
FBgn0031731	0	0	0	0
FBgn0003980	0	0	0	0
FBgn0031757	1	4	4	1
FBgn0031758	0	0	0	0
FBgn0001942	15035	10669	10669	5729
FBgn0001941	846	598	598	360
FBgn0031760	93	64	64	70
FBgn0031763	0	0	0	0
FBgn0051643	0	0	0	0
FBgn0031768	72	61	61	32
FBgn0031769	268	208	208	193
FBgn0031770	1	0	0	0
FBgn0031772	63	61	61	24
FBgn0031774	42	22	22	15
FBgn0031776	237	164	164	139
FBgn0051642	11	7	7	26
FBgn0031784	0	0	0	0
FBgn0031785	0	0	0	0
FBgn0040950	0	0	0	0
FBgn0031786	0	0	0	0
FBgn0051639	0	0	0	0
FBgn0031782	141	96	96	87
FBgn0031779	140	85	85	45
FBgn0031777	22	9	9	13
FBgn0031775	1	1	1	2
FBgn0031773	43	26	26	21
FBgn0031771	480	348	348	179
FBgn0029161	1	0	0	2
FBgn0000052	526	395	395	250
FBgn0031766	0	0	0	0
FBgn0025742	229	175	175	120
FBgn0031764	130	91	91	61
FBgn0001170	1	1	1	0
FBgn0001089	2	3	3	0
FBgn0031759	1235	966	966	477
FBgn0000308	5608	3880	3880	2797
FBgn0031756	7	3	3	0
FBgn0003979	0	0	0	0
FBgn0040949	0	0	0	0
FBgn0026755	0	0	0	0
FBgn0031791	0	0	0	0
FBgn0260452	0	0	0	0
FBgn0015623	1258	812	812	488
FBgn0031803	0	0	0	0
FBgn0031805	1060	770	770	232
FBgn0043854	53	41	41	9
FBgn0031808	2	1	1	0
FBgn0031811	20	7	7	11
FBgn0031815	171	121	121	62
FBgn0031820	1	1	1	0
FBgn0027496	204	132	132	122
FBgn0051638	186	111	111	64
FBgn0031824	52	41	41	14
FBgn0031822	44	27	27	22
FBgn0031818	201	148	148	69
FBgn0031817	28	20	20	12
FBgn0031816	38	15	15	25
FBgn0031814	147	130	130	92
FBgn0011722	3420	2447	2447	965
FBgn0031804	0	0	0	0
FBgn0031801	0	1	1	1
FBgn0031800	2	1	1	0
FBgn0031799	174	135	135	68
FBgn0031792	0	0	0	0
FBgn0031826	0	1	1	0
FBgn0051637	640	453	453	263
FBgn0031830	384	268	268	184
FBgn0031831	0	0	0	0
FBgn0031836	238	153	153	145
FBgn0028467	281	215	215	144
FBgn0000392	0	0	0	0
FBgn0031851	150	88	88	70
FBgn0046704	553	397	397	207
FBgn0031853	0	0	0	0
FBgn0031855	0	0	0	0
FBgn0051910	0	0	0	0
FBgn0031854	0	0	0	0
FBgn0025777	208	136	136	90
FBgn0025595	1	0	0	0
FBgn0031850	4	5	5	1
FBgn0031849	0	0	0	0
FBgn0028703	145	87	87	58
FBgn0031848	35	28	28	7
FBgn0000351	2	0	0	5
FBgn0028990	402	277	277	98
FBgn0031844	1	6	6	6
FBgn0051636	1	3	3	1
FBgn0051633	37	18	18	16
FBgn0051635	183	139	139	90
FBgn0051634	1	0	0	1
FBgn0031837	0	0	0	2
FBgn0031834	16	11	11	10
FBgn0031832	60	47	47	32
FBgn0031829	2	3	3	4
FBgn0031858	1	0	0	0
FBgn0051631	0	0	0	0
FBgn0031860	0	0	0	0
FBgn0051632	0	0	0	0
FBgn0017551	48	32	32	41
FBgn0031866	0	0	0	1
FBgn0031868	248	171	171	93
FBgn0004838	4287	2874	2874	2026
FBgn0020616	289	179	179	149
FBgn0031875	153	94	94	74
FBgn0031877	22	17	17	9
FBgn0021944	331	253	253	135
FBgn0031879	1	0	0	0
FBgn0016978	287	206	206	96
FBgn0031878	475	317	317	282
FBgn0031876	56	39	39	28
FBgn0031874	30	16	16	21
FBgn0031873	45	30	30	21
FBgn0031872	107	76	76	77
FBgn0031871	98	91	91	57
FBgn0031869	3	1	1	0
FBgn0028554	293	226	226	191
FBgn0026196	398	304	304	186
FBgn0052829	0	1	1	2
FBgn0011737	166	96	96	75
FBgn0042092	39	32	32	16
FBgn0031865	3	4	4	2
FBgn0031861	0	0	0	0
FBgn0042189	0	0	0	0
FBgn0015776	1148	818	818	592
FBgn0031857	2	5	5	3
FBgn0031856	0	0	0	0
FBgn0003046	1	1	1	0
FBgn0031881	75	48	48	23
FBgn0031885	161	121	121	74
FBgn0031887	3	3	3	3
FBgn0031893	131	83	83	66
FBgn0051909	0	0	0	2
FBgn0031900	0	0	0	0
FBgn0031897	224	170	170	161
FBgn0031896	131	82	82	96
FBgn0031895	13	17	17	15
FBgn0031894	41	13	13	20
FBgn0031888	559	420	420	427
FBgn0031886	95	71	71	56
FBgn0051907	0	0	0	2
FBgn0031882	64	34	34	33
FBgn0051908	415	278	278	129
FBgn0031902	0	0	0	0
FBgn0031903	0	0	0	0
FBgn0002938	0	1	1	0
FBgn0031905	0	1	1	0
FBgn0031907	2	0	0	0
FBgn0031908	0	0	0	0
FBgn0031910	3	0	0	1
FBgn0028387	142	85	85	56
FBgn0031914	122	75	75	45
FBgn0031918	2	2	2	0
FBgn0031920	7	1	1	2
FBgn0011283	2	0	0	1
FBgn0045495	1	7	7	2
FBgn0041247	0	0	0	0
FBgn0025697	14	8	8	13
FBgn0031913	278	190	190	81
FBgn0031909	75	47	47	26
FBgn0031906	0	0	0	0
FBgn0031904	109	71	71	53
FBgn0083141	0	0	0	0
FBgn0031925	0	0	0	0
FBgn0031926	0	0	0	0
FBgn0040299	77	56	56	40
FBgn0041181	0	0	0	1
FBgn0031941	0	0	0	0
FBgn0003961	0	1	1	0
FBgn0031946	0	0	0	1
FBgn0031947	272	185	185	125
FBgn0031951	104	51	51	48
FBgn0031952	121	78	78	39
FBgn0031950	161	111	111	74
FBgn0031948	32	21	21	22
FBgn0031942	0	0	0	0
FBgn0031940	0	0	0	0
FBgn0014454	0	0	0	0
FBgn0031939	0	1	1	1
FBgn0031937	83	66	66	62
FBgn0031936	0	3	3	3
FBgn0031935	0	0	0	0
FBgn0053296	0	0	0	0
FBgn0041182	435	301	301	337
FBgn0031929	0	0	0	0
FBgn0027515	72	64	64	78
FBgn0004177	1418	1030	1030	745
FBgn0031954	0	0	0	0
FBgn0011861	0	0	0	0
FBgn0031968	17	6	6	9
FBgn0031975	10	4	4	2
FBgn0031977	349	259	259	256
FBgn0044323	1071	740	740	441
FBgn0031979	9	6	6	4
FBgn0031981	161	131	131	103
FBgn0010287	34	25	25	22
FBgn0013531	61	57	57	36
FBgn0011230	4127	2979	2979	1911
FBgn0031980	4696	3348	3348	2341
FBgn0031976	0	2	2	0
FBgn0031974	16	12	12	10
FBgn0031973	276	219	219	99
FBgn0031972	77	47	47	31
FBgn0031970	1	0	0	0
FBgn0031969	973	644	644	524
FBgn0053121	0	0	0	0
FBgn0051902	1	2	2	2
FBgn0031961	1	5	5	0
FBgn0031959	0	0	0	0
FBgn0045038	0	0	0	0
FBgn0031957	2	1	1	0
FBgn0031955	7	4	4	1
FBgn0020618	7599	5472	5472	1970
FBgn0031986	0	0	0	0
FBgn0031988	520	333	333	200
FBgn0051606	0	0	0	0
FBgn0031996	122	73	73	81
FBgn0031997	55	29	29	45
FBgn0031999	25	10	10	9
FBgn0015299	280	195	195	151
FBgn0032002	14	13	13	4
FBgn0032003	2	7	7	0
FBgn0032008	0	0	0	0
FBgn0011902	0	0	0	0
FBgn0032013	17	10	10	14
FBgn0032014	116	88	88	70
FBgn0032016	115	81	81	35
FBgn0032018	399	285	285	200
FBgn0032020	109	73	73	53
FBgn0032022	0	0	0	0
FBgn0032024	48	28	28	16
FBgn0032025	52	38	38	23
FBgn0051901	1	0	0	0
FBgn0032026	538	361	361	364
FBgn0032021	0	1	1	0
FBgn0032017	26	16	16	20
FBgn0032015	487	347	347	281
FBgn0003502	215	177	177	194
FBgn0032010	8	5	5	7
FBgn0028987	0	0	0	0
FBgn0032006	2785	1980	1980	1488
FBgn0032005	1090	778	778	415
FBgn0032004	292	201	201	65
FBgn0032000	88	49	49	53
FBgn0003607	839	561	561	344
FBgn0031998	78	44	44	65
FBgn0031992	69	43	43	40
FBgn0031990	1224	894	894	505
FBgn0031987	93	55	55	20
FBgn0031985	385	284	284	242
FBgn0032029	114	73	73	20
FBgn0032030	181	129	129	75
FBgn0032032	72	38	38	37
FBgn0032034	57	42	42	23
FBgn0032036	2151	1425	1425	793
FBgn0041717	3	0	0	4
FBgn0032039	2	0	0	0
FBgn0032040	213	173	173	116
FBgn0051898	15	14	14	15
FBgn0020497	1621	1009	1009	786
FBgn0027932	3433	2513	2513	1882
FBgn0051897	6	4	4	2
FBgn0053194	0	1	1	0
FBgn0051896	0	0	0	0
FBgn0032047	9	8	8	6
FBgn0032052	253	178	178	153
FBgn0032054	142	111	111	60
FBgn0032055	0	0	0	0
FBgn0016122	72	39	39	30
FBgn0028394	41	37	37	14
FBgn0051603	1	0	0	0
FBgn0011259	69	54	54	69
FBgn0051895	0	0	0	0
FBgn0051602	0	0	0	0
FBgn0051604	0	0	0	0
FBgn0032053	83	63	63	33
FBgn0032051	374	281	281	138
FBgn0032050	496	372	372	205
FBgn0032048	0	0	0	0
FBgn0032049	0	1	1	0
FBgn0051892	0	0	0	0
FBgn0026718	9	15	15	7
FBgn0027490	143	96	96	56
FBgn0001137	155	107	107	19
FBgn0032042	163	98	98	81
FBgn0014417	390	262	262	132
FBgn0001084	17	11	11	9
FBgn0040959	2	1	1	0
FBgn0040958	0	0	0	0
FBgn0040098	0	0	0	0
FBgn0015583	0	0	0	0
FBgn0032033	31	18	18	15
FBgn0032031	48	44	44	31
FBgn0001114	12209	8494	8494	3065
FBgn0051889	0	0	0	0
FBgn0051890	0	0	0	0
FBgn0032061	1	1	1	0
FBgn0032065	0	0	0	0
FBgn0029123	1	0	0	0
FBgn0052986	0	0	0	0
FBgn0052987	0	0	0	0
FBgn0052988	0	0	0	0
FBgn0052983	0	0	0	0
FBgn0032072	0	0	0	0
FBgn0032069	0	0	0	0
FBgn0032068	0	0	0	0
FBgn0032067	0	0	0	0
FBgn0032066	1	0	0	0
FBgn0003209	230	133	133	111
FBgn0004914	287	188	188	118
FBgn0032059	90	55	55	52
FBgn0032058	0	0	0	0
FBgn0051888	0	0	0	0
FBgn0032057	2	0	0	1
FBgn0032074	0	1	1	0
FBgn0032075	1	0	0	2
FBgn0052985	19	12	12	19
FBgn0052984	34	28	28	23
FBgn0032082	97	59	59	63
FBgn0040963	0	0	0	0
FBgn0032085	2	2	2	1
FBgn0032086	0	0	0	0
FBgn0040964	27	21	21	11
FBgn0015316	3	4	4	4
FBgn0032087	0	0	0	0
FBgn0032088	0	0	0	5
FBgn0032094	0	0	0	0
FBgn0032095	1	0	0	1
FBgn0051609	0	0	0	0
FBgn0032096	0	0	0	0
FBgn0052982	340	263	263	155
FBgn0032100	0	0	0	1
FBgn0032101	166	84	84	77
FBgn0051708	0	0	0	0
FBgn0032090	0	0	0	0
FBgn0032089	0	0	0	0
FBgn0013746	320	213	213	192
FBgn0011705	376	273	273	306
FBgn0032084	1	5	5	2
FBgn0032083	7	4	4	4
FBgn0032080	3	4	4	4
FBgn0032079	158	113	113	81
FBgn0032078	947	640	640	658
FBgn0041092	1629	1156	1156	520
FBgn0032109	0	1	1	0
FBgn0010314	53	33	33	60
FBgn0026439	77	49	49	21
FBgn0032110	0	0	0	0
FBgn0032111	0	0	0	0
FBgn0012036	1374	946	946	570
FBgn0032116	1	0	0	0
FBgn0011232	165	108	108	61
FBgn0032119	0	0	0	1
FBgn0032115	0	0	0	0
FBgn0032105	120	104	104	68
FBgn0032104	0	1	1	0
FBgn0051885	0	0	0	0
FBgn0002973	63	34	34	27
FBgn0032123	91	85	85	50
FBgn0032122	0	0	0	1
FBgn0032124	3	0	0	0
FBgn0032125	0	0	0	0
FBgn0032126	0	0	0	0
FBgn0032127	0	0	0	0
FBgn0032131	0	0	0	0
FBgn0019809	0	0	0	0
FBgn0040070	868	591	591	506
FBgn0032135	30	21	21	25
FBgn0032136	72	72	72	43
FBgn0053299	0	0	0	0
FBgn0011207	188	129	129	90
FBgn0032138	995	668	668	392
FBgn0051710	46	18	18	24
FBgn0000273	965	625	625	452
FBgn0051882	0	0	0	0
FBgn0032132	0	0	0	0
FBgn0014179	0	0	0	0
FBgn0051709	0	0	0	0
FBgn0028479	605	462	462	329
FBgn0032129	0	0	0	1
FBgn0004868	940	626	626	411
FBgn0032139	20	16	16	7
FBgn0032140	439	311	311	343
FBgn0032143	0	1	1	2
FBgn0032144	0	0	0	0
FBgn0032147	84	64	64	35
FBgn0032149	79	54	54	46
FBgn0032169	67	36	36	22
FBgn0032170	188	138	138	83
FBgn0032172	192	119	119	117
FBgn0032171	39	28	28	12
FBgn0032168	58	52	52	31
FBgn0063449	47	22	22	12
FBgn0025881	0	0	0	1
FBgn0063389	0	0	0	0
FBgn0063392	0	0	0	0
FBgn0063391	0	0	0	0
FBgn0032150	17	11	11	2
FBgn0011291	62	42	42	17
FBgn0015035	5	5	5	1
FBgn0028704	8	9	9	6
FBgn0000180	8	0	0	1
FBgn0043456	990	692	692	394
FBgn0011584	537	373	373	289
FBgn0032176	0	0	0	0
FBgn0027600	0	0	0	0
FBgn0053302	0	0	0	0
FBgn0032178	9	8	8	6
FBgn0032187	0	0	0	0
FBgn0032188	0	0	0	0
FBgn0005593	9084	6507	6507	2453
FBgn0032194	126	68	68	61
FBgn0032195	49	31	31	28
FBgn0032198	619	422	422	386
FBgn0032197	133	89	89	101
FBgn0032196	87	57	57	71
FBgn0024320	543	387	387	316
FBgn0032193	34	32	32	15
FBgn0032192	10	4	4	4
FBgn0032191	258	185	185	102
FBgn0032189	41	26	26	26
FBgn0028675	43	35	35	21
FBgn0051874	0	0	0	3
FBgn0032184	0	0	0	0
FBgn0032181	0	0	0	0
FBgn0032175	0	0	0	0
FBgn0051755	87	49	49	45
FBgn0051875	13	6	6	5
FBgn0040965	0	2	2	0
FBgn0004419	400	248	248	298
FBgn0051717	154	83	83	89
FBgn0010407	5	3	3	14
FBgn0032204	39	31	31	28
FBgn0032205	43	20	20	13
FBgn0032214	138	85	85	57
FBgn0032217	382	242	242	226
FBgn0032219	2	0	0	1
FBgn0032222	142	92	92	43
FBgn0032223	184	140	140	108
FBgn0019932	65	43	43	51
FBgn0051715	83	73	73	74
FBgn0032224	76	40	40	51
FBgn0032225	1	2	2	0
FBgn0032229	192	139	139	76
FBgn0003087	32	19	19	34
FBgn0032230	3	2	2	2
FBgn0032231	67	43	43	33
FBgn0032233	5	1	1	4
FBgn0032234	84	63	63	74
FBgn0032235	3	3	3	2
FBgn0032236	182	109	109	90
FBgn0051716	658	470	470	337
FBgn0051718	0	0	0	0
FBgn0003942	6330	4304	4304	2761
FBgn0025366	1994	1306	1306	815
FBgn0032243	110	57	57	60
FBgn0032244	58	48	48	47
FBgn0032246	521	422	422	327
FBgn0032247	35	24	24	17
FBgn0004915	121	87	87	58
FBgn0032250	67	46	46	35
FBgn0027052	66	56	56	54
FBgn0032251	40	16	16	11
FBgn0032252	20	21	21	15
FBgn0027611	656	426	426	384
FBgn0032256	74	47	47	32
FBgn0026431	62	37	37	60
FBgn0032260	1	0	0	1
FBgn0032258	226	145	145	132
FBgn0051719	3	4	4	0
FBgn0032253	66	36	36	45
FBgn0032249	20	19	19	12
FBgn0032248	57	52	52	42
FBgn0005683	47	63	63	23
FBgn0032242	367	268	268	238
FBgn0004106	119	77	77	71
FBgn0053303	1120	775	775	547
FBgn0027568	386	288	288	185
FBgn0032228	114	84	84	82
FBgn0032221	8	7	7	6
FBgn0011703	697	461	461	340
FBgn0032218	135	86	86	64
FBgn0032216	363	268	268	178
FBgn0027491	2	2	2	1
FBgn0032213	1185	843	843	540
FBgn0005322	284	201	201	121
FBgn0032211	0	0	0	0
FBgn0032210	95	63	63	48
FBgn0032209	0	0	0	0
FBgn0032208	2078	1457	1457	999
FBgn0003751	6	2	2	5
FBgn0011305	140	134	134	83
FBgn0032200	115	80	80	85
FBgn0000229	228	173	173	155
FBgn0024248	201	146	146	96
FBgn0032261	26	22	22	12
FBgn0010398	24	18	18	15
FBgn0032264	259	182	182	161
FBgn0032265	0	0	0	0
FBgn0032266	0	0	0	0
FBgn0032268	0	0	0	0
FBgn0051872	0	0	0	0
FBgn0043825	0	0	0	0
FBgn0051871	0	0	0	0
FBgn0040496	1	0	0	0
FBgn0032280	0	0	0	0
FBgn0032281	0	0	0	0
FBgn0032287	0	0	0	0
FBgn0032289	0	0	0	0
FBgn0032290	77	61	61	31
FBgn0032291	0	2	2	0
FBgn0032293	78	56	56	35
FBgn0032295	254	178	178	94
FBgn0027550	62	46	46	17
FBgn0015320	322	230	230	144
FBgn0032297	70	43	43	46
FBgn0032296	81	84	84	42
FBgn0032294	0	0	0	0
FBgn0027868	364	259	259	131
FBgn0032292	197	129	129	77
FBgn0024740	0	0	0	0
FBgn0023496	0	0	0	0
FBgn0032286	0	0	0	0
FBgn0032285	0	1	1	0
FBgn0032284	0	0	0	0
FBgn0032283	0	0	0	0
FBgn0032282	0	0	0	0
FBgn0032271	0	0	0	0
FBgn0032269	0	0	0	0
FBgn0032262	0	0	0	0
FBgn0032299	0	0	0	0
FBgn0051870	0	0	0	0
FBgn0032303	0	0	0	0
FBgn0032304	0	0	0	0
FBgn0027363	397	314	314	176
FBgn0032311	0	0	0	0
FBgn0032318	0	0	0	0
FBgn0032321	176	118	118	69
FBgn0032322	48	34	34	28
FBgn0041781	540	338	338	210
FBgn0026148	16	10	10	8
FBgn0026147	193	136	136	93
FBgn0040096	3	1	1	1
FBgn0023415	1	0	0	0
FBgn0032331	1	2	2	0
FBgn0040967	1	0	0	1
FBgn0032330	87	85	85	24
FBgn0032329	1	0	0	0
FBgn0015756	6493	4577	4577	3031
FBgn0000146	323	261	261	292
FBgn0004872	191	143	143	206
FBgn0010612	379	283	283	162
FBgn0000018	94	72	72	65
FBgn0053129	745	456	456	418
FBgn0032315	0	0	0	0
FBgn0032314	0	0	0	0
FBgn0032313	0	0	0	0
FBgn0032312	0	0	0	0
FBgn0024227	190	133	133	71
FBgn0027453	180	138	138	72
FBgn0069354	6	4	4	1
FBgn0032305	528	400	400	278
FBgn0051869	3	2	2	3
FBgn0032298	179	147	147	63
FBgn0032335	0	0	0	0
FBgn0032338	0	0	0	1
FBgn0032339	110	70	70	60
FBgn0041246	0	2	2	0
FBgn0032348	276	208	208	122
FBgn0040211	0	0	0	0
FBgn0032354	56	24	24	24
FBgn0032358	25	12	12	10
FBgn0020270	207	120	120	108
FBgn0040232	598	382	382	399
FBgn0014076	0	0	0	0
FBgn0032350	1	1	1	2
FBgn0010197	0	1	1	0
FBgn0051867	0	0	0	0
FBgn0028700	72	48	48	27
FBgn0032346	51	33	33	28
FBgn0032345	2	0	0	1
FBgn0027582	543	382	382	259
FBgn0032343	13	8	8	6
FBgn0032341	274	188	188	153
FBgn0032337	0	0	0	0
FBgn0032336	0	0	0	0
FBgn0000287	0	1	1	0
FBgn0003313	0	0	0	0
FBgn0032362	1	0	0	0
FBgn0051706	0	0	0	0
